"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Unidade Gestora";"Área de atuação (Função)";"Programa de Governo";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"08/2019";"39000 - Ministério da Infraestrutura";"39000 - Ministério da Infraestrutura - Unidades com vínculo direto";"390007 - COORDENACAO-GERAL DE GESTAO DE PESSOAS";"09 - Previdência social";"00 - NAO ATRIBUIDO";"0,00";"228.514.003,33";"227.473.502,81";"0,00";
"08/2019";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170597 - DPTO CENTRAL.SERV. DE INATIVOS E PENSIONISTAS";"09 - Previdência social";"00 - NAO ATRIBUIDO";"0,00";"9.196.586,98";"9.088.455,85";"0,00";
"08/2019";"52000 - Ministério da Defesa";"52000 - Ministério da Defesa - Unidades com vínculo direto";"112408 - HOSPITAL DAS FORCAS ARMADAS";"05 - Defesa nacional";"00 - NAO ATRIBUIDO";"20.437.896,28";"11.565.090,45";"11.828.093,59";"0,00";
"08/2019";"25000 - Ministério da Economia";"20202 - Fundação Escola Nacional de Administração Pública";"114702 - FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"09 - Previdência social";"00 - NAO ATRIBUIDO";"0,00";"530.849,14";"525.773,26";"0,00";
"08/2019";"44000 - Ministério do Meio Ambiente";"44000 - Ministério do Meio Ambiente - Unidades com vínculo direto";"440001 - SUBSECRET.DE PLANEJ.,ORC.E ADMINIST.±SPOA/MMA";"18 - Gestão ambiental";"00 - NAO ATRIBUIDO";"532.686,67";"8.487.871,42";"8.472.523,67";"0,00";
"08/2019";"26000 - Ministério da Educação";"26428 - Instituto Federal de Brasília";"158143 - IFB - REITORIA - BRASÍLIA-DF";"12 - Educação";"00 - NAO ATRIBUIDO";"15.420.873,45";"15.387.143,94";"15.231.568,17";"572.831,36";
"08/2019";"26000 - Ministério da Educação";"26428 - Instituto Federal de Brasília";"152142 - IFB - CAMPUS BRASÍLIA";"12 - Educação";"00 - NAO ATRIBUIDO";"429.701,44";"337.281,46";"359.813,76";"186.708,24";
"08/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250022 - NUCLEO ESTADUAL DO MS/MA";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"30.688,67";"30.688,67";"0,00";
"08/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250034 - NUCLEO ESTADUAL DO MS/RO";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"5.246,62";"5.246,62";"0,00";
"08/2019";"32000 - Ministério de Minas e Energia";"32210 - Agência Nacional de Energia Elétrica";"323028 - AGENCIA NACIONAL DE ENERGIA ELETRICA";"25 - Energia";"00 - NAO ATRIBUIDO";"0,00";"14.541.659,37";"14.480.206,27";"0,00";
"08/2019";"25000 - Ministério da Economia";"25915 - Fundo Constitucional do Distrito Federal";"170484 - FCDF-PMDF-DEPARTAMENTO DE GESTÃO DE PESSOAL";"28 - Encargos especiais";"00 - NAO ATRIBUIDO";"209.828.850,44";"209.841.667,35";"213.554.005,19";"0,00";
"08/2019";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"154019 - CENTRO DE APOIO AO DESENVOLV. TECNOLOGICO-CDT";"12 - Educação";"00 - NAO ATRIBUIDO";"552.857,49";"99.385,17";"168.489,53";"68.046,72";
"08/2019";"25000 - Ministério da Economia";"25915 - Fundo Constitucional do Distrito Federal";"170395 - FCDF±SSP ± POLICIA CIVIL DO DF";"28 - Encargos especiais";"00 - NAO ATRIBUIDO";"79.100.286,66";"82.429.022,70";"82.871.740,64";"9.086.135,47";
"08/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160547 - 22 BATALHAO DE INFANTARIA";"12 - Educação";"00 - NAO ATRIBUIDO";"4.999,92";"0,00";"0,00";"0,00";
"08/2019";"55000 - Ministério da Cidadania";"20408 - Fundação Cultural Palmares";"344041 - FCP-FUNDACAO CULTURAL PALMARES";"09 - Previdência social";"00 - NAO ATRIBUIDO";"94.000,00";"145.391,85";"145.391,85";"0,00";
"08/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160528 - BASE ADMINISTRATIVA DO C COM G EX";"05 - Defesa nacional";"00 - NAO ATRIBUIDO";"0,00";"0,00";"0,00";"66.574,35";
"08/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250006 - COORDENACAO-GERAL DE GESTAO DE PESSOAS";"10 - Saúde";"00 - NAO ATRIBUIDO";"450.151,94";"478.671.258,92";"482.459.336,65";"0,00";
"08/2019";"55000 - Ministério da Cidadania";"55000 - Ministério da Cidadania - Unidades com vínculo direto";"550006 - COORDENACAO GERAL DE GESTAO DE PESSOAS/MC";"04 - Administração";"00 - NAO ATRIBUIDO";"7.108.313,70";"7.210.809,95";"2.939.675,32";"0,00";
"08/2019";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"154106 - HOSPITAL UNIVERSITARIO DE BRASILIA - HUB";"12 - Educação";"00 - NAO ATRIBUIDO";"9.994,12";"5.984.458,38";"5.986.627,08";"0,00";
"08/2019";"25000 - Ministério da Economia";"25915 - Fundo Constitucional do Distrito Federal";"170393 - FCDF±SSP ± POLICIA MILITAR DO DF";"28 - Encargos especiais";"00 - NAO ATRIBUIDO";"1.212.037,45";"5.720.487,81";"5.251.646,05";"13.350,00";
"08/2019";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"154079 - CENTRO DE SEL.E DE PROM DE EVENTOS (CESPE)";"12 - Educação";"00 - NAO ATRIBUIDO";"144.596,60";"51.632,66";"52.028,56";"5.590,40";
"08/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160058 - 32 GRUPO DE ARTILHARIA DE CAMPANHA";"05 - Defesa nacional";"00 - NAO ATRIBUIDO";"0,00";"0,00";"0,00";"81.810,00";
"08/2019";"81000 - Ministério da Mulher, Família e Direitos Humanos";"81000 - Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto";"810004 - COORDENACAO-GERAL DE GESTAO DE PESSOAS - MDH";"14 - Direitos da cidadania";"00 - NAO ATRIBUIDO";"50.000,00";"4.251.619,63";"4.192.590,20";"0,00";
"08/2019";"30000 - Ministério da Justiça e Segurança Pública";"30211 - Conselho Administrativo de Defesa Econômica";"303001 - CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA";"14 - Direitos da cidadania";"00 - NAO ATRIBUIDO";"57.895,00";"907.811,31";"965.377,15";"0,00";
"08/2019";"53000 - Ministério do Desenvolvimento Regional";"44205 - Agência Nacional de Águas";"443001 - AGENCIA NACIONAL DE AGUAS - COGEF/SAF/ANA";"18 - Gestão ambiental";"00 - NAO ATRIBUIDO";"0,00";"7.491.392,64";"7.499.931,21";"0,00";
"08/2019";"32000 - Ministério de Minas e Energia";"32000 - Ministério de Minas e Energia - Unidades com vínculo direto";"320005 - COORD.GERAL DE RECURSOS HUMANOS/M.M.E";"25 - Energia";"00 - NAO ATRIBUIDO";"0,00";"7.413.164,76";"7.530.589,99";"0,00";
"08/2019";"26000 - Ministério da Educação";"26428 - Instituto Federal de Brasília";"152140 - IFB - CAMPUS TAGUATINGA NORTE";"12 - Educação";"00 - NAO ATRIBUIDO";"232.491,87";"178.475,22";"271.482,21";"23.611,12";
"08/2019";"26000 - Ministério da Educação";"26428 - Instituto Federal de Brasília";"158143 - IFB - REITORIA - BRASÍLIA-DF";"09 - Previdência social";"00 - NAO ATRIBUIDO";"157.629,46";"157.629,46";"160.512,92";"0,00";
"08/2019";"26000 - Ministério da Educação";"26428 - Instituto Federal de Brasília";"152139 - IFB - CAMPUS GAMA";"12 - Educação";"00 - NAO ATRIBUIDO";"292.146,13";"230.313,54";"184.937,74";"34.711,02";
"08/2019";"20000 - Presidência da República";"20116 - Fundo de Imprensa Nacional";"110247 - FUNDO DE IMPRENSA NACIONAL/COORD. REC. HUMAN.";"04 - Administração";"00 - NAO ATRIBUIDO";"8.000,00";"3.109.449,59";"1.586.888,85";"0,00";
"08/2019";"26000 - Ministério da Educação";"26000 - Ministério da Educação - Unidades com vínculo direto";"150002 - SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS/MEC";"12 - Educação";"00 - NAO ATRIBUIDO";"3.131.334,42";"15.075.460,96";"12.352.765,42";"1.874,83";
"08/2019";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico";"364102 - CONSELHO NAC DE DESENV CIENT E TECNOLOGICO";"19 - Ciência e Tecnologia";"00 - NAO ATRIBUIDO";"0,00";"6.614.237,61";"6.628.820,22";"1.446,49";
"08/2019";"26000 - Ministério da Educação";"26291 - Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior";"154003 - FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR";"12 - Educação";"00 - NAO ATRIBUIDO";"3.794.677,78";"14.584.826,65";"14.503.898,25";"4.949.415,81";
"08/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160122 - 55 BATALHAO DE INFANTARIA";"12 - Educação";"00 - NAO ATRIBUIDO";"21.363,00";"0,00";"0,00";"0,00";
"08/2019";"30000 - Ministério da Justiça e Segurança Pública";"30211 - Conselho Administrativo de Defesa Econômica";"303001 - CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA";"09 - Previdência social";"00 - NAO ATRIBUIDO";"9.829,04";"58.345,90";"55.245,86";"0,00";
"08/2019";"32000 - Ministério de Minas e Energia";"32396 - Agência Nacional de Mineração";"323103 - AGÊNCIA NACIONAL DE MINERAÇÃO - ANM - FOPAG";"22 - Indústria";"00 - NAO ATRIBUIDO";"3.190.685,58";"16.401.359,65";"15.939.575,94";"0,00";
"08/2019";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"153978 - INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS";"12 - Educação";"00 - NAO ATRIBUIDO";"12.484.625,80";"15.011.166,23";"14.555.571,16";"0,00";
"08/2019";"55000 - Ministério da Cidadania";"55000 - Ministério da Cidadania - Unidades com vínculo direto";"550006 - COORDENACAO GERAL DE GESTAO DE PESSOAS/MC";"08 - Assistência social";"00 - NAO ATRIBUIDO";"0,00";"415.964,90";"767.386,32";"0,00";
"08/2019";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"154040 - FUNDACAO UNIVERSIDADE DE BRASILIA - FUB";"12 - Educação";"00 - NAO ATRIBUIDO";"9.622.203,57";"100.299.607,00";"100.913.730,17";"2.505.803,06";
"08/2019";"20000 - Presidência da República";"20101 - Presidência da República";"110537 - AGENCIA BRASILEIRA DE INTELIGÊNCIA";"06 - Segurança pública";"00 - NAO ATRIBUIDO";"0,00";"1.617.094,28";"1.613.882,47";"0,00";
"08/2019";"52000 - Ministério da Defesa";"52000 - Ministério da Defesa - Unidades com vínculo direto";"110404 - DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD";"05 - Defesa nacional";"00 - NAO ATRIBUIDO";"163.207,88";"6.045.043,77";"6.034.003,29";"8.042,50";
"08/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160339 - 1º BATALHÃO DE ENGENHARIA DE CONSTRUÇÃO";"12 - Educação";"00 - NAO ATRIBUIDO";"54.954,71";"0,00";"0,00";"0,00";
"08/2019";"30000 - Ministério da Justiça e Segurança Pública";"30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"200006 - COORDENACAO-GERAL DE GESTÃO DE PESSOAS-CGGP";"06 - Segurança pública";"00 - NAO ATRIBUIDO";"10.011,30";"5.626.161,11";"7.543.901,74";"0,00";
"08/2019";"26000 - Ministério da Educação";"26428 - Instituto Federal de Brasília";"152145 - IFB - CAMPUS CEILÂNDIA";"12 - Educação";"00 - NAO ATRIBUIDO";"140.834,51";"174.542,43";"130.386,35";"4.435,85";
"08/2019";"26000 - Ministério da Educação";"26428 - Instituto Federal de Brasília";"158501 - IFB - CAMPUS PLANALTINA";"12 - Educação";"00 - NAO ATRIBUIDO";"350.629,40";"338.143,01";"453.717,77";"180.168,58";
"08/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"257001 - DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE";"10 - Saúde";"00 - NAO ATRIBUIDO";"54.617.435,90";"133.802.728,14";"133.802.728,14";"0,00";
"08/2019";"32000 - Ministério de Minas e Energia";"32000 - Ministério de Minas e Energia - Unidades com vínculo direto";"320005 - COORD.GERAL DE RECURSOS HUMANOS/M.M.E";"09 - Previdência social";"00 - NAO ATRIBUIDO";"17.392.997,00";"7.564.645,89";"7.589.424,95";"0,00";
"08/2019";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"20402 - Agência Espacial Brasileira";"203001 - AGENCIA ESPACIAL BRASILEIRA/AEB";"19 - Ciência e Tecnologia";"00 - NAO ATRIBUIDO";"30.000,00";"1.127.224,93";"1.083.364,27";"0,00";
"08/2019";"25000 - Ministério da Economia";"25915 - Fundo Constitucional do Distrito Federal";"170394 - FCDF±SSP±CORPO BOMBEIRO MILITAR DO DF";"28 - Encargos especiais";"00 - NAO ATRIBUIDO";"107.216.571,21";"101.141.884,13";"97.245.847,60";"264.489,08";
"08/2019";"26000 - Ministério da Educação";"26428 - Instituto Federal de Brasília";"152144 - IFB - CAMPUS SÃO SEBASTIÃO";"12 - Educação";"00 - NAO ATRIBUIDO";"255.705,42";"183.926,60";"224.027,39";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250013 - NUCLEO ESTADUAL DO MS/AL";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"34.727,19";"34.727,19";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250029 - NUCLEO ESTADUAL DO MS/PE";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"50.297,73";"54.293,11";"0,00";
"09/2019";"81000 - Ministério da Mulher, Família e Direitos Humanos";"81000 - Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto";"810009 - SEC.NAC. DE PROM. E DEF.DOS DIR.DA PESS.IDOSA";"14 - Direitos da cidadania";"00 - NAO ATRIBUIDO";"0,00";"298.476,60";"298.476,60";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250016 - NUCLEO ESTADUAL DO MS/BA";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"22.298,06";"25.098,96";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160026 - COMANDO DA 22ª BRIGADA DE INFANTARIA DE SELVA";"12 - Educação";"00 - NAO ATRIBUIDO";"2.801,45";"0,00";"0,00";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250015 - NUCLEO ESTADUAL DO MS/AM";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"9.812,52";"9.812,52";"0,00";
"09/2019";"81000 - Ministério da Mulher, Família e Direitos Humanos";"81000 - Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto";"810004 - COORDENACAO-GERAL DE GESTAO DE PESSOAS - MDH";"04 - Administração";"00 - NAO ATRIBUIDO";"0,00";"0,00";"0,00";"1.147,50";
"09/2019";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco ";"153080 - UNIVERSIDADE FEDERAL DE PERNAMBUCO";"12 - Educação";"00 - NAO ATRIBUIDO";"2.400,00";"0,00";"0,00";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250038 - NUCLEO ESTADUAL DO MS/SE";"10 - Saúde";"00 - NAO ATRIBUIDO";"35.000,00";"6.136,69";"10.088,53";"0,00";
"09/2019";"55000 - Ministério da Cidadania";"55000 - Ministério da Cidadania - Unidades com vínculo direto";"420030 - SECRETARIA DA ECONOMIA CRIATIVA";"13 - Cultura";"00 - NAO ATRIBUIDO";"0,00";"150.000,00";"150.000,00";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160443 - 63 BATALHAO DE INFANTARIA";"12 - Educação";"00 - NAO ATRIBUIDO";"16.851,34";"6.145,44";"6.145,44";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250017 - NUCLEO ESTADUAL DO MS/CE";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"22.468,34";"22.468,34";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160156 - 44 BATALHAO DE INFANTARIA MOTORIZADO";"12 - Educação";"00 - NAO ATRIBUIDO";"0,00";"25.061,89";"36.133,39";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250042 - HOSPITAL FEDERAL DE BONSUCESSO";"10 - Saúde";"00 - NAO ATRIBUIDO";"16.139,94";"7.869,25";"11.617,10";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"257003 - INSTITUTO EVANDRO CHAGAS";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"9.737,81";"9.737,81";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52000 - Ministério da Defesa - Unidades com vínculo direto";"110404 - DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD";"09 - Previdência social";"00 - NAO ATRIBUIDO";"0,00";"1.270.171,71";"1.281.198,48";"0,00";
"09/2019";"35000 - Ministério das Relações Exteriores";"35000 - Ministério das Relações Exteriores - Unidades com vínculo direto";"240271 - EMBAIXADA DO BRASIL EM WELLINGTON";"01 - Legislativa";"00 - NAO ATRIBUIDO";"7.754,36";"1.254,54";"1.254,54";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250057 - INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"4.288,30";"4.288,30";"0,00";
"09/2019";"30000 - Ministério da Justiça e Segurança Pública";"30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"200006 - COORDENACAO-GERAL DE GESTÃO DE PESSOAS-CGGP";"28 - Encargos especiais";"00 - NAO ATRIBUIDO";"0,00";"2.738,78";"2.738,78";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160254 - 1 BATALHAO DE INFANTARIA MOTORIZADO (ES)";"12 - Educação";"00 - NAO ATRIBUIDO";"310,52";"0,00";"0,00";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"257050 - DISTRITO SANIT.ESP.INDIGENA - VILHENA";"10 - Saúde";"00 - NAO ATRIBUIDO";"4.573,22";"4.573,22";"4.573,22";"0,00";
"09/2019";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"201057 - CENTRAL DE COMPRAS E CONTRATACOES - CENTRAL";"12 - Educação";"00 - NAO ATRIBUIDO";"25.617,53";"12.618,31";"12.618,31";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160474 - 4  BATALHAO DE INFANTARIA LEVE";"12 - Educação";"00 - NAO ATRIBUIDO";"24.496,31";"73.920,67";"73.920,67";"600,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250033 - NUCLEO ESTADUAL DO MS/RS";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"23.214,73";"47.794,16";"0,00";
"09/2019";"25000 - Ministério da Economia";"20202 - Fundação Escola Nacional de Administração Pública";"114702 - FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"01 - Legislativa";"00 - NAO ATRIBUIDO";"60.480,00";"31.724,94";"31.724,94";"0,00";
"09/2019";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"153261 - HOSPITAL CLINICAS/UFMG";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"0,00";"0,00";"5.616,80";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250037 - NUCLEO ESTADUAL DO MS-SP";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"71.426,83";"82.733,29";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160198 - 7.DEPOSITO DE SUPRIMENTO";"12 - Educação";"00 - NAO ATRIBUIDO";"0,00";"0,00";"0,00";"0,00";
"09/2019";"30000 - Ministério da Justiça e Segurança Pública";"30911 - Fundo Nacional de Segurança Pública";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA";"06 - Segurança pública";"00 - NAO ATRIBUIDO";"0,00";"0,00";"0,00";"503.561,22";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250031 - NUCLEO ESTADUAL DO MS/RJ";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"269.155,97";"248.499,84";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160454 - 28 BATALHAO DE CACADORES";"12 - Educação";"00 - NAO ATRIBUIDO";"0,00";"6.425,04";"6.425,04";"0,00";
"09/2019";"55000 - Ministério da Cidadania";"55000 - Ministério da Cidadania - Unidades com vínculo direto";"420006 - SECRETARIA DO AUDIOVISUAL/MINC";"13 - Cultura";"00 - NAO ATRIBUIDO";"400.380,00";"0,00";"0,00";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160004 - 59  BATALHAO DE INFANTARIA MOTORIZADO";"12 - Educação";"00 - NAO ATRIBUIDO";"2.359,84";"8.833,76";"8.833,76";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160027 - 4º BATALHÃO DE ENGENHARIA DE CONSTRUÇÃO";"12 - Educação";"00 - NAO ATRIBUIDO";"- 8,34";"0,00";"0,00";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250030 - NUCLEO ESTADUAL DO MS/PI";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"5.047,62";"5.047,62";"0,00";
"09/2019";"25000 - Ministério da Economia";"25915 - Fundo Constitucional do Distrito Federal";"170484 - FCDF-PMDF-DEPARTAMENTO DE GESTÃO DE PESSOAL";"04 - Administração";"00 - NAO ATRIBUIDO";"38.349.256,69";"38.338.475,75";"37.601.012,27";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160411 - 7 BATALHAO DE INFANTARIA BLINDADO";"12 - Educação";"00 - NAO ATRIBUIDO";"0,00";"0,00";"0,00";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52000 - Ministério da Defesa - Unidades com vínculo direto";"110402 - ESCOLA SUPERIOR DE GUERRA";"05 - Defesa nacional";"00 - NAO ATRIBUIDO";"4.767,94";"4.767,94";"4.767,94";"0,00";
"09/2019";"20000 - Presidência da República";"20116 - Fundo de Imprensa Nacional";"110245 - FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"04 - Administração";"00 - NAO ATRIBUIDO";"0,00";"1.720,14";"1.720,14";"0,00";
"09/2019";"32000 - Ministério de Minas e Energia";"32396 - Agência Nacional de Mineração";"323100 - SETORIAL ORCAMENTARIA E FINANCEIRA - ANM";"22 - Indústria";"00 - NAO ATRIBUIDO";"0,00";"0,00";"0,00";"0,00";
"09/2019";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"154040 - FUNDACAO UNIVERSIDADE DE BRASILIA - FUB";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"0,00";"0,00";"32.000,00";
"09/2019";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto";"240101 - COORDENACAO-GERAL DE RECURSOS LOGISTICOS";"19 - Ciência e Tecnologia";"00 - NAO ATRIBUIDO";"0,00";"0,00";"0,00";"62.479,87";
"09/2019";"26000 - Ministério da Educação";"26274 - Fundação Universidade Federal de Uberlândia ";"154043 - FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA";"12 - Educação";"00 - NAO ATRIBUIDO";"0,00";"0,00";"1.902,10";"0,00";
"09/2019";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"153052 - UNIVERSIDADE FEDERAL DE GOIAS";"12 - Educação";"00 - NAO ATRIBUIDO";"1.902,10";"0,00";"0,00";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160204 - 25º BATALHÃO DE CAÇADORES";"12 - Educação";"00 - NAO ATRIBUIDO";"5.570,00";"0,00";"0,00";"0,00";
"09/2019";"39000 - Ministério da Infraestrutura";"39000 - Ministério da Infraestrutura - Unidades com vínculo direto";"390007 - COORDENACAO-GERAL DE GESTAO DE PESSOAS";"28 - Encargos especiais";"00 - NAO ATRIBUIDO";"0,00";"712.991,34";"706.849,31";"0,00";
"09/2019";"81000 - Ministério da Mulher, Família e Direitos Humanos";"81000 - Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto";"810006 - SECRETARIA NACIONAL DE PROTECAO GLOBAL";"28 - Encargos especiais";"00 - NAO ATRIBUIDO";"0,00";"6.000,00";"6.000,00";"0,00";
"09/2019";"81000 - Ministério da Mulher, Família e Direitos Humanos";"81000 - Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto";"810004 - COORDENACAO-GERAL DE GESTAO DE PESSOAS - MDH";"09 - Previdência social";"00 - NAO ATRIBUIDO";"0,00";"5.798,65";"5.798,65";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52000 - Ministério da Defesa - Unidades com vínculo direto";"112408 - HOSPITAL DAS FORCAS ARMADAS";"09 - Previdência social";"00 - NAO ATRIBUIDO";"0,00";"2.631.226,01";"2.637.759,00";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250061 - HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO";"10 - Saúde";"00 - NAO ATRIBUIDO";"35.068,15";"13.464,41";"17.918,23";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250052 - INSTITUTO NACIONAL DO CANCER - RJ";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"5.699,85";"8.731,88";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160018 - 12. BATALHAO DE SUPRIMENTO";"12 - Educação";"00 - NAO ATRIBUIDO";"17.013,14";"0,00";"0,00";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160171 - 8 BATALHAO DE ENGENHARIA DE CONSTRUCAO";"12 - Educação";"00 - NAO ATRIBUIDO";"9.954,55";"0,00";"0,00";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160174 - 15º BATALHÃO DE INFANTARIA MOTORIZADO";"12 - Educação";"00 - NAO ATRIBUIDO";"60.903,75";"7.466,00";"0,00";"0,00";
"09/2019";"55000 - Ministério da Cidadania";"55000 - Ministério da Cidadania - Unidades com vínculo direto";"550005 - COORDENACAO GERAL DE LICITACOES E CONTRATOS.";"28 - Encargos especiais";"00 - NAO ATRIBUIDO";"0,00";"7.603,77";"7.603,77";"0,00";
